SK_ID_CURR,TARGET
101011,0
101012,0
101013,0
101014,0
101015,0
101016,0
101017,0
101018,0
101019,0
101022,0
101023,0
101027,0
101028,0
101029,0
101030,0
101032,0
101033,0
101034,0
101035,0
101036,0
101037,0
101038,0
101039,0
101040,0
101042,1
101043,0
101044,0
101045,0
101046,0
101047,0
101048,0
101049,0
101050,0
101052,0
101053,0
101054,0
101058,0
101059,0
101060,0
101061,0
101062,0
101063,1
101065,0
101066,0
101067,0
101068,0
101069,0
101070,0
101071,0
101072,0
101073,1
101074,0
101075,0
101076,1
101077,0
101078,0
101080,0
101081,0
101082,0
101083,0
101084,0
101085,0
101086,0
101088,0
101089,0
101091,0
101093,1
101094,0
101095,0
101096,1
101098,0
101100,0
101101,0
101102,0
101103,0
101104,0
101105,0
101106,0
101108,0
101109,0
101110,0
101111,0
101112,0
101113,0
101114,0
101115,0
101116,0
101117,0
101119,0
101120,0
101121,1
101122,0
101123,0
101124,0
101127,1
101129,0
101130,0
101131,0
101132,0
101133,0
101134,0
101135,0
101137,0
101138,0
101139,0
101141,0
101142,1
101143,0
101144,0
101145,0
101146,0
101147,1
101148,0
101150,0
101151,0
101152,0
101153,0
101154,0
101155,0
101156,0
101157,0
101158,0
101159,0
101161,0
101162,0
101163,0
101164,0
101165,1
101166,0
101167,0
101168,0
101170,0
101171,0
101172,0
101173,0
101174,0
101175,0
101176,0
101177,0
101178,0
101179,0
101180,0
101182,0
101183,0
101184,0
101185,0
101187,0
101188,0
101189,0
101191,0
101192,0
101195,0
101196,0
101197,1
101199,0
101201,1
101202,0
101203,0
101205,0
101206,0
101207,0
101208,0
101209,0
101210,0
101212,0
101214,0
101215,0
101216,0
101217,0
101218,0
101219,0
101220,0
101221,0
101222,0
101224,0
101226,0
101227,0
101228,0
101229,0
101230,0
101231,1
101232,0
101233,0
101234,0
101235,0
101236,0
101238,0
101239,0
101240,0
101241,0
101242,0
101245,1
101246,0
101247,0
101248,0
101249,0
101250,0
101251,0
101252,0
101253,0
101254,0
101255,0
101256,0
101257,0
101260,0
101261,0
101262,0
101263,0
101264,0
101265,0
101266,0
101267,0
101270,0
101272,0
101273,0
101274,0
101275,0
101276,0
101277,1
101278,0
101280,0
101282,0
101283,0
101284,0
101285,0
101286,1
101288,0
101289,0
101290,0
101291,1
101293,0
101295,0
101298,0
101300,1
101302,0
101303,0
101304,0
101306,0
101307,0
101309,0
101310,0
101311,0
101312,0
101313,0
101314,0
101315,0
101316,0
101317,0
101319,0
101320,0
101321,0
101322,0
101323,0
101324,0
101325,0
101326,0
101328,0
101330,1
101331,0
101333,0
101334,0
101335,0
101336,0
101338,0
101339,0
101340,1
101341,0
101342,0
101344,0
101347,0
101348,0
101349,0
101350,0
101351,0
101352,0
101357,0
101358,0
101359,0
101360,1
101361,0
101364,0
101369,0
101370,0
101371,0
101372,0
101373,1
101375,0
101376,0
101377,0
101378,0
101379,0
101381,0
101382,1
101384,0
101385,0
101386,0
101387,0
101388,0
101389,0
101390,0
101391,0
101392,0
101393,0
101394,0
101395,0
101396,0
101397,0
101400,0
101402,0
101403,0
101404,0
101405,0
101406,1
101407,0
101408,0
101409,0
101410,0
101411,0
101413,0
101414,0
101415,0
101416,0
101417,0
101418,0
101419,0
101420,1
101421,0
101422,0
101423,0
101424,0
101425,0
101430,0
101431,0
101432,0
101433,0
101435,0
101436,0
101437,0
101438,0
101439,0
101441,0
101442,0
101443,0
101444,1
101445,0
101446,0
101447,0
101450,0
101451,0
101452,0
101453,0
101454,0
101455,0
101456,0
101457,0
101458,1
101459,0
101460,0
101461,0
101462,0
101463,0
101464,0
101466,0
101468,0
101469,0
101470,0
101471,0
101473,0
101474,1
101475,0
101476,0
101477,0
101479,0
101480,0
101481,0
101482,0
101483,0
101484,1
101485,0
101486,0
101487,0
101488,0
101489,0
101490,0
101491,0
101492,0
101493,0
101494,0
101495,1
101496,0
101498,0
101499,0
101500,0
101501,0
101502,0
101503,0
101505,0
101506,0
101507,0
101508,0
101509,0
101510,0
101511,0
101512,0
101513,0
101514,0
101515,1
101516,1
101517,0
101518,0
101519,0
101520,0
101521,0
101522,0
101523,0
101524,0
101525,0
101526,0
101527,0
101528,0
101529,0
101530,0
101531,1
101532,0
101533,0
101534,0
101535,0
101536,0
101537,0
101538,1
101539,0
101540,0
101541,1
101542,0
101543,0
101544,0
101545,0
101546,0
101549,0
101550,0
101551,0
101552,0
101553,0
101554,0
101556,0
101557,0
101558,0
101559,1
101560,0
101561,0
101562,0
101563,0
101564,1
101565,0
101566,0
101567,0
101568,0
101569,0
101571,0
101573,0
101574,1
101575,1
101576,0
101577,0
101579,0
101581,0
101582,0
101583,0
101584,0
101585,0
101586,0
101587,0
101589,0
101590,0
101591,0
101592,0
101593,0
101594,0
101595,0
101596,0
101597,0
101598,0
101599,0
101600,0
101601,0
101603,0
101604,0
101605,0
101606,0
101607,0
101608,0
101609,0
101611,0
101612,0
101613,0
101615,0
101617,1
101618,0
101619,0
101620,0
101621,0
101622,0
101623,0
101624,0
101625,0
101626,0
101627,0
101628,0
101629,0
101630,0
101631,0
101632,0
101633,0
101634,0
101635,0
101636,0
101637,0
101638,0
101639,0
101640,0
101641,0
101642,0
101645,0
101646,1
101647,0
101648,0
101651,0
101652,0
101653,0
101654,0
101655,0
101656,0
101657,0
101658,0
101659,0
101660,0
101661,0
101662,0
101663,0
101664,0
101666,0
101668,0
101670,0
101671,0
101672,0
101673,0
101676,0
101677,0
101679,0
101680,0
101681,0
101683,0
101684,0
101685,0
101687,0
101688,0
101689,0
101690,0
101691,0
101692,0
101693,0
101694,0
101695,0
101696,0
101698,0
101699,0
101701,0
101702,0
101703,0
101704,0
101705,1
101706,0
101707,0
101708,0
101709,0
101710,0
101712,0
101713,0
101716,0
101717,0
101718,0
101719,0
101720,0
101721,1
101722,0
101723,1
101724,0
101725,0
101726,0
101727,0
101729,0
101730,1
101731,0
101733,0
101734,0
101735,0
101736,0
101737,0
101738,0
101739,0
101740,0
101741,0
101742,0
101743,0
101744,0
101745,0
101746,0
101747,0
101748,0
101749,0
101750,0
101751,0
101752,0
101753,0
101754,0
101755,0
101756,0
101760,0
101761,0
101763,0
101765,0
101766,0
101767,0
101768,0
101769,0
101770,0
101771,0
101772,1
101773,0
101774,0
101775,0
101776,0
101777,0
101778,0
101779,0
101781,0
101782,0
101783,0
101785,0
101786,0
101787,0
101788,0
101790,0
101791,0
101792,0
101793,0
101794,0
101795,0
101796,1
101797,0
101798,0
101799,0
101800,0
101801,0
101802,0
101803,1
101804,0
101805,1
101806,0
101807,0
101808,0
101809,0
101810,0
101811,0
101812,0
101813,0
101814,0
101815,0
101817,0
101818,0
101820,0
101821,0
101822,0
101823,0
101824,0
101825,0
101826,0
101828,0
101829,0
101830,0
101831,0
101832,0
101833,0
101834,0
101835,0
101836,0
101837,0
101838,0
101839,0
101840,0
101841,0
101842,1
101843,0
101844,0
101845,0
101846,0
101847,0
101848,0
101849,0
101850,0
101851,0
101852,0
101853,0
101854,0
101855,0
101856,0
101857,0
101858,0
101859,1
101860,0
101861,0
101862,0
101864,0
101865,0
101866,0
101868,0
101869,0
101871,1
101872,0
101874,1
101875,0
101876,0
101877,0
101881,0
101882,0
101883,1
101884,0
101885,0
101886,0
101888,0
101889,0
101890,0
101891,0
101892,0
101893,0
101894,0
101895,0
101896,0
101898,0
101899,0
101900,0
101902,0
101904,0
101905,0
101906,0
101907,0
101908,0
101909,0
101910,0
101911,0
101912,0
101913,0
101914,0
101915,0
101916,0
101917,0
101918,0
101919,0
101923,0
101924,0
101925,0
101926,0
101927,0
101928,0
101929,1
101930,0
101931,0
101932,0
101933,0
101934,0
101935,0
101936,0
101937,0
101938,0
101939,0
101940,0
101941,0
101942,0
101943,0
101944,0
101945,0
101946,0
101947,0
101948,0
101949,0
101950,1
101951,0
101952,0
101953,0
101954,0
101955,0
101956,0
101957,0
101958,0
101959,0
101960,0
101963,0
101964,0
101965,0
101966,0
101967,0
101968,0
101969,0
101970,1
101972,0
101973,0
101974,0
101975,0
101977,0
101978,0
101979,0
101980,1
101981,1
101982,0
101983,1
101984,0
101985,0
101986,0
101987,0
101988,1
101989,0
101990,0
101991,0
101992,0
101993,0
101994,0
101995,0
101996,0
101997,0
101998,0
101999,0
102000,0
102001,0
102003,1
102004,0
102006,0
102008,0
102009,0
102010,0
102011,0
102012,0
102013,0
102014,0
102015,0
102016,0
102018,0
102020,1
102021,0
102022,0
102023,0
102024,1
102025,1
102026,0
102027,0
102028,1
102030,0
102031,1
102032,0
102033,0
102034,0
102035,0
102036,0
102037,0
102038,0
102039,0
102040,0
102041,0
102042,0
102043,0
102044,0
102045,0
102046,0
102047,0
102048,0
102049,0
102050,0
102053,1
102055,0
102056,0
102057,0
102058,0
102059,0
102060,0
102061,0
102063,0
102064,0
102065,0
102066,0
102069,0
102071,0
102072,0
102073,1
102074,0
102075,0
102076,0
102077,0
102078,0
102079,0
102080,0
102081,0
102082,0
102083,1
102084,0
102085,0
102086,0
102087,0
102088,0
102089,0
102091,0
102093,0
102094,0
102095,0
102096,0
102097,0
102098,0
102101,0
102102,0
102103,0
102104,0
102105,0
102106,0
102107,0
102108,0
102109,0
102110,0
102111,0
102114,1
102115,0
102116,0
102117,0
102118,0
102119,0
102120,0
102121,0
102124,0
102127,0
102128,1
102129,0
102130,0
102131,0
102132,0
102133,1
102134,0
102135,1
102136,0
102137,0
102138,0
102139,0
102140,0
102141,0
102142,0
102143,0
102144,0
102145,0
102148,1
102149,0
102150,0
102152,0
102153,0
102154,0
102155,0
102156,0
102157,0
102160,0
102161,0
102163,0
102164,0
102167,0
102168,0
102169,0
102170,0
102171,0
102172,0
102173,0
102175,0
102176,0
102177,0
102178,0
102179,0
102180,0
102181,0
102182,0
102183,0
102184,0
102185,0
102186,0
102187,0
102188,0
102189,0
102190,0
102191,0
102192,0
102194,0
102195,0
102196,0
102197,0
102199,0
102200,0
102201,0
102202,0
102203,0
102204,0
102207,0
102208,1
102209,0
102210,0
102211,0
102212,0
102213,0
102214,0
102215,0
102216,0
102217,1
102219,0
102220,0
102222,0
102223,0
102224,0
102225,1
102226,0
102227,0
102228,0
102229,0
102231,0
102232,0
102233,0
102234,0
102235,1
102236,0
102237,0
102239,0
102240,0
102241,0
102242,0
102243,0
102244,0
102245,0
102246,0
102247,0
102249,0
102250,0
102251,0
102253,0
102254,1
102255,1
102256,0
102257,0
102258,0
102260,0
102261,0
102263,0
102264,0
102265,0
102266,0
102267,0
102268,0
102269,0
102270,0
102271,0
102272,0
102274,0
102275,0
102276,0
102277,0
102278,0
102279,1
102280,0
102281,0
102282,0
102283,0
102284,0
102285,0
102287,0
102288,0
102289,0
102290,0
102291,0
102292,0
102295,0
102297,0
102299,0
102300,0
102301,0
102302,0
102304,0
102305,0
102306,0
102307,0
102308,0
102310,0
102311,0
102312,0
102313,0
102314,0
102316,0
102317,0
102318,0
102319,0
102320,0
102321,0
102322,0
102323,0
102324,0
102325,0
102326,0
102327,0
102328,0
102329,0
102330,0
102331,0
102332,0
102333,0
102334,1
102335,0
102336,0
102337,1
102338,0
102339,0
102341,0
102343,0
